EC_Setpoint: 0.7500, EC_Read: 0.4838, IR_Temp: 1646.4753, VA_Temp: 1524.9810
V0_Set: 3.5018, V0_Read 3.5029, Pulse_Bool: 0.0000, Rise_Threshold: 0.0500
Cathode Voltage: 2.5286, Cathode Current: 1.7011, Cathode Impedance: 1.4868, Cathode Power: 4.3053
Cu Gun Pf: 2125.2256, Cu Gun Pr: 582.0823, Cu Gun Pt: 5.2219, Cu Gun V: 120.0655
BH Pf: 99.5000, BH Pr: 3.7774, BH Pt: 1.3848, Pulse Frequency: 0.0000
SRF Pf: 42.5366, SRF Pr: 37.9169, SRF Pt: -40.0000, Pulse Duty: 0.0000
Raw DP1(Amps), Raw Collection(mA), Percent Collection , Conversion to mms
0.5006778836250305, 0.00013733119703829288, 0.018310826271772385, 0.0, 
0.49968107289606983, 0.00013733119703829288, 0.018310826271772385, 0.09900990099009764, 
0.49868426216710915, -0.00021362630650401115, 0.028483507533868153, 0.19801980198019528, 
0.4976874514381484, -0.017868314823135733, 2.382441976418098, 0.29702970297029846, 
0.4966906407091877, -0.03830014485865831, 5.106685981154442, 0.3960396039603961, 
0.49569382998022704, -0.05952544417232275, 7.936725889643033, 0.49504950495049377, 
0.49469701925126636, -0.07936217244714498, 10.581622992952665, 0.5940594059405914, 
0.4937002085223056, -0.09019607827067375, 12.026143769423166, 0.6930693069306946, 
0.49270339779334493, -0.10275425426661969, 13.700567235549292, 0.7920792079207922, 
0.49170658706438425, -0.11937132738530636, 15.916176984707514, 0.8910891089108898, 
0.49070977633542356, -0.12259098291397094, 16.34546438852946, 0.9900990099009875, 
0.4897129656064628, -0.12751964516937733, 17.002619355916977, 1.0891089108910905, 
0.48871615487750214, -0.13261615857481956, 17.68215447664261, 1.1881188118811883, 
0.48771934414854146, -0.1370565339922905, 18.2742045323054, 1.287128712871286, 
0.48672253341958077, -0.14348058253526688, 19.130744338035583, 1.3861386138613834, 
0.48572572269062003, -0.14494544938206672, 19.326059917608895, 1.4851485148514867, 
0.48472891196165935, -0.15156786218285562, 20.209048291047417, 1.5841584158415845, 
0.48373210123269866, -0.1572594791650772, 20.967930555343628, 1.683168316831682, 
0.482735290503738, -0.1616845943033695, 21.557945907115936, 1.7821782178217795, 
0.48173847977477724, -0.16656748279929162, 22.208997706572216, 1.8811881188118829, 
0.48074166904581656, -0.1708400070667267, 22.778667608896892, 1.9801980198019806, 
0.47974485831685587, -0.17532616034150122, 23.37682137886683, 2.079207920792078, 
0.4787480475878952, -0.18049896955490113, 24.066529273986816, 2.1782178217821757, 
0.47775123685893445, -0.18379491940140724, 24.505989253520966, 2.277227722772279, 
0.47675442612997376, -0.1878690764307976, 25.049210190773014, 2.3762376237623766, 
0.4757576154010131, -0.19105821177363397, 25.47442823648453, 2.475247524752474, 
0.4747608046720524, -0.1947508968412876, 25.966786245505013, 2.574257425742572, 
0.47376399394309165, -0.19696345329284667, 26.261793772379555, 2.673267326732675, 
0.47276718321413097, -0.20004577562212944, 26.672770082950592, 2.7722772277227725, 
0.4717703724851703, -0.2016632340848446, 26.888431211312614, 2.8712871287128703, 
0.4707735617562096, -0.2034637987613678, 27.12850650151571, 2.970297029702968, 
0.46977675102724886, -0.204440376162529, 27.258716821670532, 3.069306930693071, 
0.4687799402982882, -0.20659189671278, 27.545586228370667, 3.168316831683169, 
0.4677831295693275, -0.2156710147857666, 28.756135304768883, 3.2673267326732662, 
0.4667863188403668, -0.2241397738456726, 29.885303179423012, 3.366336633663364, 
0.46578950811140607, -0.2252536803483963, 30.03382404645284, 3.4653465346534675, 
0.4647926973824454, -0.22787823304533958, 30.383764406045277, 3.564356435643565, 
0.4637958866534847, -0.23041123002767563, 30.72149733702342, 3.6633663366336626, 
0.462799075924524, -0.23150987774133683, 30.86798369884491, 3.7623762376237604, 
0.4618022651955633, -0.2332799293100834, 31.103990574677788, 3.861386138613863, 
0.4608054544666026, -0.2350957490503788, 31.346099873383842, 3.9603960396039612, 
0.4598086437376419, -0.2383916988968849, 31.785559852917988, 4.059405940594059, 
0.4588118330086812, -0.2413366913795471, 32.17822551727295, 4.158415841584156, 
0.4578150222797205, -0.2442511647939682, 32.56682197252909, 4.257425742574259, 
0.4568182115507598, -0.24432745948433876, 32.576994597911835, 4.356435643564357, 
0.4558214008217991, -0.2476386658847332, 33.018488784631096, 4.455445544554454, 
0.45482459009283843, -0.2611734211444855, 34.82312281926473, 4.554455445544552, 
0.4538277793638777, -0.2578622102737427, 34.38162803649902, 4.653465346534656, 
0.452830968634917, -0.25630578994750974, 34.17410532633463, 4.752475247524753, 
0.4518341579059563, -0.25453574657440187, 33.93809954325358, 4.8514851485148505, 
0.45083734717699564, -0.25181963890790937, 33.57595185438792, 4.950495049504948, 
0.4498405364480349, -0.24686045572161674, 32.914727429548904, 5.049504950495052, 
0.4488437257190742, -0.26608682572841647, 35.47824343045553, 5.1485148514851495, 
0.44784691499011353, -0.2584878295660019, 34.46504394213359, 5.247524752475247, 
0.44685010426115285, -0.2506141759455204, 33.41522345940272, 5.346534653465344, 
0.44585329353219216, -0.24161135256290436, 32.214847008387245, 5.445544554455442, 
0.4448564828032314, -0.23100633099675177, 30.800844132900234, 5.544554455445545, 
0.44385967207427074, -0.21998931914567948, 29.33190921942393, 5.643564356435643, 
0.44286286134531005, -0.2102998413145542, 28.03997884194056, 5.742574257425741, 
0.4418660506163493, -0.19868772551417352, 26.491696735223137, 5.841584158415843, 
0.44086923988738863, -0.18855573385953903, 25.140764514605202, 5.940594059405941, 
