YYMMDD_HHMMSS.ssssss, StsCarrier, StsOverdrive, StsVSWR, StsVolatge, StsRfIn, StsTemp, StsAGC, MeasuredFWD, MeasuredRFL, MeasuredVolts, MeasuredRfIn, measuredtemp, AGCSetPt, Attenuation, VSWRTripPt, StsCarrierPA1, StsOverdrivePA1, StsVSWRPA1, StsVolatgePA1, StsRfInPA1, StsTempPA1, StsCarrierPA2, StsOverdrivePA2, StsVSWRPA2, StsVolatgePA2, StsRfInPA2, StsTempPA2, MeasuredFWDPA1, MeasuredFWDPA2, MeasuredRFLPA1, MeasuredRFLPA2, MeasuredVoltsPA1, MeasuredVoltsPA2, MeasuredRfInPA1, MeasuredRfInPA2, measuredtempPA1, measuredtempPA2, MeasuredFnl1PA1, MeasuredFnl1PA2, MeasuredFnl2PA1, MeasuredFnl2PA2, MeasuredFnl3PA1, MeasuredFnl3PA2, MeasuredDrv1PA1, MeasuredDrv1PA2, CurrentDrv1, CurrentFnl1, CurrentFnl2, CurrentFnl3, MeasuredFWDWatts, 
201123_155653.720323, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 68.5, 0.0, 24.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 248.0, 2.0, 0.0, 0.0, 50.0, 50.0, 51.0, 43.0, 28.0, 25.0, 35.2, 31.8, 34.9, 32.5, 34.4, 31.5, 1.7, 1.3, nan, nan, nan, nan, 3425.0, 718.5 ms
201123_155655.790471, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 68.3, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 248.0, 2.0, 0.0, 0.0, 50.0, 50.0, 51.0, 41.0, 28.0, 25.0, 35.2, 31.8, 34.9, 32.5, 34.4, 31.5, 1.7, 1.3, nan, nan, nan, nan, 3415.0, 730.4 ms
201123_155657.917722, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 68.5, 0.0, 24.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 248.0, 3.0, 0.0, 0.0, 50.0, 50.0, 50.0, 42.0, 28.0, 25.0, 35.2, 32.0, 35.0, 32.5, 34.4, 31.5, 1.7, 1.3, nan, nan, nan, nan, 3425.0, 716.1 ms
201123_155700.289400, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 68.7, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 248.0, 3.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 28.0, 25.0, 35.2, 31.8, 34.9, 32.5, 34.4, 31.5, 1.7, 1.3, nan, nan, nan, nan, 3435.0, 764.6 ms
201123_155702.483240, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 68.5, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 248.0, 2.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 28.0, 25.0, 35.2, 31.8, 34.9, 32.5, 34.4, 31.5, 1.7, 1.3, nan, nan, nan, nan, 3425.0, 858.3 ms
201123_155704.838482, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 68.7, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 248.0, 2.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 28.0, 25.0, 35.2, 31.8, 35.0, 32.5, 34.4, 31.5, 1.7, 1.3, nan, nan, nan, nan, 3435.0, 657.0 ms
201123_155706.939497, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 68.5, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 249.0, 2.0, 0.0, 0.0, 50.0, 50.0, 51.0, 43.0, 28.0, 25.0, 35.4, 31.8, 35.0, 32.5, 34.5, 31.5, 1.7, 1.3, nan, nan, nan, nan, 3425.0, 634.7 ms
