YYMMDD_HHMMSS.ssssss, StsCarrier, StsOverdrive, StsVSWR, StsVolatge, StsRfIn, StsTemp, StsAGC, MeasuredFWD, MeasuredRFL, MeasuredVolts, MeasuredRfIn, measuredtemp, AGCSetPt, Attenuation, VSWRTripPt, StsCarrierPA1, StsOverdrivePA1, StsVSWRPA1, StsVolatgePA1, StsRfInPA1, StsTempPA1, StsCarrierPA2, StsOverdrivePA2, StsVSWRPA2, StsVolatgePA2, StsRfInPA2, StsTempPA2, MeasuredFWDPA1, MeasuredFWDPA2, MeasuredRFLPA1, MeasuredRFLPA2, MeasuredVoltsPA1, MeasuredVoltsPA2, MeasuredRfInPA1, MeasuredRfInPA2, measuredtempPA1, measuredtempPA2, MeasuredFnl1PA1, MeasuredFnl1PA2, MeasuredFnl2PA1, MeasuredFnl2PA2, MeasuredFnl3PA1, MeasuredFnl3PA2, MeasuredDrv1PA1, MeasuredDrv1PA2, CurrentDrv1, CurrentFnl1, CurrentFnl2, CurrentFnl3, MeasuredFWDWatts, 
201123_101354.529011, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.8, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 43.0, 28.0, 26.0, 35.7, 32.7, 35.5, 33.4, 34.9, 32.4, 1.7, 1.5, nan, nan, nan, nan, 3540.0, 587.5 ms
201123_101355.485021, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.8, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 28.0, 26.0, 35.7, 32.7, 35.5, 33.4, 34.9, 32.2, 1.7, 1.5, nan, nan, nan, nan, 3540.0, 540.8 ms
201123_101356.550395, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.8, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 28.0, 26.0, 35.7, 32.7, 35.5, 33.4, 34.9, 32.4, 1.7, 1.5, nan, nan, nan, nan, 3540.0, 591.6 ms
201123_101357.506186, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 71.0, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 49.0, 52.0, 43.0, 28.0, 26.0, 35.7, 32.7, 35.5, 33.4, 34.9, 32.4, 1.7, 1.5, nan, nan, nan, nan, 3550.0, 541.0 ms
201123_101358.652582, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 71.0, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 25.0, 26.0, 35.7, 32.7, 35.5, 33.4, 34.9, 32.4, 1.7, 1.5, nan, nan, nan, nan, 3550.0, 686.6 ms
201123_101359.535094, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.8, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 44.0, 28.0, 26.0, 35.5, 32.7, 35.4, 33.4, 34.9, 32.4, 1.7, 1.5, nan, nan, nan, nan, 3540.0, 568.0 ms
201123_101400.678955, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.8, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 41.0, 28.0, 26.0, 35.7, 32.7, 35.5, 33.4, 34.9, 32.4, 1.7, 1.5, nan, nan, nan, nan, 3540.0, 695.2 ms
201123_101401.559071, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.6, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 28.0, 26.0, 35.7, 32.7, 35.5, 33.4, 34.9, 32.2, 1.7, 1.5, nan, nan, nan, nan, 3530.0, 564.8 ms
201123_101402.625573, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.8, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 52.0, 42.0, 28.0, 26.0, 35.7, 32.7, 35.4, 33.4, 34.9, 32.2, 1.7, 1.5, nan, nan, nan, nan, 3540.0, 623.2 ms
201123_101403.586480, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.8, 0.0, 24.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 28.0, 26.0, 35.7, 32.5, 35.5, 33.2, 34.9, 32.2, 1.7, 1.5, nan, nan, nan, nan, 3540.0, 578.0 ms
201123_101404.545462, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 71.2, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 43.0, 28.0, 26.0, 35.7, 32.7, 35.4, 33.4, 34.9, 32.4, 1.7, 1.5, nan, nan, nan, nan, 3560.0, 534.7 ms
201123_101405.689510, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.8, 0.0, 24.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 52.0, 43.0, 28.0, 26.0, 35.5, 32.7, 35.4, 33.4, 34.9, 32.2, 1.7, 1.5, nan, nan, nan, nan, 3540.0, 670.4 ms
201123_101406.570776, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 71.0, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 39.0, 28.0, 26.0, 35.7, 32.5, 35.5, 33.2, 34.9, 32.4, 1.7, 1.5, nan, nan, nan, nan, 3550.0, 538.0 ms
201123_101407.718168, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.8, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 49.0, 51.0, 43.0, 25.0, 26.0, 35.5, 32.7, 35.4, 33.4, 34.9, 32.2, 1.7, 1.5, nan, nan, nan, nan, 3540.0, 678.5 ms
201123_101408.599540, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.8, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 52.0, 42.0, 28.0, 26.0, 35.5, 32.5, 35.4, 33.2, 34.9, 32.2, 1.7, 1.5, nan, nan, nan, nan, 3540.0, 555.3 ms
201123_101409.744343, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 71.0, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 28.0, 26.0, 35.7, 32.7, 35.5, 33.4, 34.9, 32.4, 1.7, 1.5, nan, nan, nan, nan, 3550.0, 689.7 ms
201123_101410.624190, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.6, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 44.0, 28.0, 26.0, 35.5, 32.7, 35.4, 33.4, 34.9, 32.2, 1.7, 1.5, nan, nan, nan, nan, 3530.0, 557.1 ms
201123_101411.770089, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.8, 0.0, 24.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 28.0, 26.0, 35.7, 32.5, 35.5, 33.4, 34.9, 32.2, 1.7, 1.5, nan, nan, nan, nan, 3540.0, 699.4 ms
201123_101412.653640, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 71.0, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 52.0, 42.0, 28.0, 26.0, 35.7, 32.7, 35.5, 33.4, 34.9, 32.2, 1.7, 1.5, nan, nan, nan, nan, 3550.0, 579.0 ms
201123_101413.612387, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.8, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 43.0, 28.0, 26.0, 35.7, 32.5, 35.5, 33.2, 34.9, 32.2, 1.7, 1.5, nan, nan, nan, nan, 3540.0, 533.9 ms
201123_101414.681480, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.6, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 28.0, 26.0, 35.7, 32.7, 35.5, 33.2, 34.9, 32.2, 1.7, 1.5, nan, nan, nan, nan, 3530.0, 604.9 ms
201123_101415.637454, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.8, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 43.0, 28.0, 26.0, 35.7, 32.7, 35.5, 33.4, 34.9, 32.2, 1.7, 1.5, nan, nan, nan, nan, 3540.0, 545.1 ms
201123_101416.705572, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 71.0, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 28.0, 26.0, 35.5, 32.5, 35.4, 33.2, 34.9, 32.2, 1.7, 1.5, nan, nan, nan, nan, 3550.0, 615.2 ms
201123_101417.668281, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.6, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 28.0, 26.0, 35.7, 32.7, 35.5, 33.4, 34.9, 32.4, 1.7, 1.5, nan, nan, nan, nan, 3530.0, 565.8 ms
201123_101418.811640, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.8, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 28.0, 26.0, 35.7, 32.7, 35.5, 33.2, 34.9, 32.2, 1.7, 1.5, nan, nan, nan, nan, 3540.0, 705.3 ms
201123_101419.775293, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 71.0, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 28.0, 26.0, 35.7, 32.7, 35.5, 33.2, 34.9, 32.2, 1.7, 1.5, nan, nan, nan, nan, 3550.0, 651.3 ms
201123_101420.653354, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.8, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 49.0, 51.0, 43.0, 28.0, 26.0, 35.7, 32.7, 35.5, 33.4, 34.9, 32.4, 1.7, 1.5, nan, nan, nan, nan, 3540.0, 528.1 ms
201123_101421.721230, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 71.2, 0.0, 24.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 52.0, 42.0, 28.0, 26.0, 35.7, 32.7, 35.5, 33.4, 34.9, 32.4, 1.7, 1.5, nan, nan, nan, nan, 3560.0, 588.8 ms
201123_101422.678797, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 71.0, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 48.0, 43.0, 28.0, 26.0, 35.7, 32.7, 35.5, 33.4, 34.9, 32.4, 1.7, 1.5, nan, nan, nan, nan, 3550.0, 542.0 ms
201123_101423.823216, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.8, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 52.0, 43.0, 28.0, 26.0, 35.7, 32.7, 35.5, 33.4, 34.9, 32.4, 1.7, 1.5, nan, nan, nan, nan, 3540.0, 682.4 ms
201123_101424.703381, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.6, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 28.0, 26.0, 35.5, 32.7, 35.5, 33.4, 34.9, 32.4, 1.7, 1.5, nan, nan, nan, nan, 3530.0, 558.1 ms
201123_101425.848478, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 71.0, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 52.0, 43.0, 28.0, 26.0, 35.5, 32.7, 35.4, 33.4, 34.9, 32.4, 1.7, 1.5, nan, nan, nan, nan, 3550.0, 687.7 ms
201123_101426.730772, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 71.0, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 52.0, 43.0, 28.0, 26.0, 35.7, 32.7, 35.5, 33.4, 34.9, 32.4, 1.7, 1.5, nan, nan, nan, nan, 3550.0, 566.6 ms
201123_101427.876778, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.8, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 52.0, 42.0, 28.0, 26.0, 35.5, 32.7, 35.4, 33.4, 34.9, 32.4, 1.7, 1.5, nan, nan, nan, nan, 3540.0, 704.6 ms
201123_101428.759789, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 70.8, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 52.0, 43.0, 28.0, 26.0, 35.7, 32.7, 35.5, 33.4, 34.9, 32.4, 1.7, 1.5, nan, nan, nan, nan, 3540.0, 585.3 ms
201123_101429.716033, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 71.0, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 250.0, 5.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 28.0, 26.0, 35.7, 32.7, 35.5, 33.4, 34.9, 32.4, 1.7, 1.5, nan, nan, nan, nan, 3550.0, 526.2 ms
