YYMMDD_HHMMSS.ssssss, StsCarrier, StsOverdrive, StsVSWR, StsVolatge, StsRfIn, StsTemp, StsAGC, MeasuredFWD, MeasuredRFL, MeasuredVolts, MeasuredRfIn, measuredtemp, AGCSetPt, Attenuation, VSWRTripPt, StsCarrierPA1, StsOverdrivePA1, StsVSWRPA1, StsVolatgePA1, StsRfInPA1, StsTempPA1, StsCarrierPA2, StsOverdrivePA2, StsVSWRPA2, StsVolatgePA2, StsRfInPA2, StsTempPA2, MeasuredFWDPA1, MeasuredFWDPA2, MeasuredRFLPA1, MeasuredRFLPA2, MeasuredVoltsPA1, MeasuredVoltsPA2, MeasuredRfInPA1, MeasuredRfInPA2, measuredtempPA1, measuredtempPA2, MeasuredFnl1PA1, MeasuredFnl1PA2, MeasuredFnl2PA1, MeasuredFnl2PA2, MeasuredFnl3PA1, MeasuredFnl3PA2, MeasuredDrv1PA1, MeasuredDrv1PA2, CurrentDrv1, CurrentFnl1, CurrentFnl2, CurrentFnl3, MeasuredFWDWatts, 
201123_092528.313445, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.2, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 8.0, 0.0, 0.0, 50.0, 50.0, 51.0, 43.0, 25.0, 26.0, 36.2, 33.5, 36.0, 34.2, 35.4, 33.0, 1.7, 1.5, nan, nan, nan, nan, 3660.0, 590.8 ms
201123_092529.265700, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.7, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 7.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 25.0, 26.0, 36.2, 33.5, 36.0, 34.2, 35.4, 33.2, 1.7, 1.5, nan, nan, nan, nan, 3685.0, 544.0 ms
201123_092530.518084, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.7, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 8.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 25.0, 26.0, 36.2, 33.5, 36.0, 34.2, 35.4, 33.2, 1.7, 1.5, nan, nan, nan, nan, 3685.0, 791.2 ms
201123_092531.299618, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.0, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 8.0, 0.0, 0.0, 50.0, 50.0, 52.0, 41.0, 25.0, 26.0, 36.0, 33.5, 36.0, 34.2, 35.4, 33.2, 1.7, 1.5, nan, nan, nan, nan, 3650.0, 571.4 ms
201123_092532.440749, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.3, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 7.0, 0.0, 0.0, 50.0, 50.0, 52.0, 42.0, 25.0, 26.0, 36.0, 33.5, 36.0, 34.4, 35.4, 33.0, 1.7, 1.5, nan, nan, nan, nan, 3665.0, 716.6 ms
201123_092533.331405, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.2, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 8.0, 0.0, 0.0, 50.0, 50.0, 52.0, 42.0, 25.0, 26.0, 36.2, 33.5, 36.0, 34.2, 35.4, 33.0, 1.7, 1.5, nan, nan, nan, nan, 3660.0, 601.1 ms
201123_092534.390415, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.2, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 8.0, 0.0, 0.0, 50.0, 50.0, 52.0, 42.0, 25.0, 26.0, 36.0, 33.4, 35.7, 34.2, 35.4, 33.0, 1.7, 1.5, nan, nan, nan, nan, 3660.0, 653.5 ms
201123_092535.348939, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.2, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 7.0, 0.0, 0.0, 50.0, 50.0, 52.0, 42.0, 25.0, 26.0, 36.2, 33.5, 36.0, 34.2, 35.4, 33.0, 1.7, 1.5, nan, nan, nan, nan, 3660.0, 597.3 ms
201123_092536.312108, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.0, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 7.0, 0.0, 0.0, 50.0, 50.0, 52.0, 42.0, 25.0, 26.0, 36.2, 33.4, 36.0, 34.2, 35.4, 33.0, 1.7, 1.5, nan, nan, nan, nan, 3650.0, 555.9 ms
201123_092537.516926, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.0, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 8.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 25.0, 26.0, 36.0, 33.4, 36.0, 34.2, 35.4, 33.0, 1.7, 1.5, nan, nan, nan, nan, 3650.0, 762.7 ms
201123_092538.516337, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.2, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 7.0, 0.0, 0.0, 49.0, 50.0, 52.0, 39.0, 25.0, 26.0, 36.2, 33.5, 36.0, 34.2, 35.4, 33.0, 1.7, 1.5, nan, nan, nan, nan, 3660.0, 752.0 ms
201123_092539.424659, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.2, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 7.0, 0.0, 0.0, 50.0, 49.0, 52.0, 42.0, 25.0, 26.0, 36.2, 33.4, 36.0, 34.2, 35.4, 33.0, 1.7, 1.5, nan, nan, nan, nan, 3660.0, 658.0 ms
201123_092540.363152, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.3, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 8.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 25.0, 26.0, 36.0, 33.5, 36.0, 34.2, 35.2, 33.0, 1.7, 1.5, nan, nan, nan, nan, 3665.0, 555.5 ms
201123_092541.419270, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.3, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 7.0, 0.0, 0.0, 50.0, 50.0, 53.0, 44.0, 25.0, 26.0, 36.0, 33.5, 35.7, 34.2, 35.4, 33.0, 1.7, 1.5, nan, nan, nan, nan, 3665.0, 592.0 ms
201123_092542.385197, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.2, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 7.0, 0.0, 0.0, 49.0, 50.0, 48.0, 42.0, 25.0, 26.0, 36.2, 33.4, 36.0, 34.2, 35.4, 33.0, 1.7, 1.5, nan, nan, nan, nan, 3660.0, 558.6 ms
201123_092543.446044, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.3, 0.0, 24.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 7.0, 0.0, 0.0, 50.0, 50.0, 48.0, 43.0, 25.0, 26.0, 36.0, 33.4, 36.0, 34.2, 35.4, 33.0, 1.7, 1.5, nan, nan, nan, nan, 3665.0, 600.4 ms
201123_092544.512168, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.2, 0.0, 24.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 7.0, 0.0, 0.0, 49.0, 50.0, 51.0, 42.0, 25.0, 26.0, 36.2, 33.4, 36.0, 34.2, 35.4, 33.0, 1.7, 1.5, nan, nan, nan, nan, 3660.0, 662.1 ms
201123_092545.371050, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.3, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 7.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 25.0, 26.0, 36.2, 33.4, 36.0, 34.2, 35.4, 33.0, 1.7, 1.5, nan, nan, nan, nan, 3665.0, 517.1 ms
201123_092546.430578, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.2, 0.0, 24.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 7.0, 0.0, 0.0, 50.0, 50.0, 49.0, 42.0, 25.0, 26.0, 36.2, 33.5, 36.0, 34.2, 35.4, 33.0, 1.7, 1.5, nan, nan, nan, nan, 3660.0, 558.4 ms
201123_092547.576851, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.2, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 7.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 25.0, 26.0, 36.2, 33.4, 36.0, 34.2, 35.2, 33.0, 1.7, 1.5, nan, nan, nan, nan, 3660.0, 700.1 ms
201123_092548.643631, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.0, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 7.0, 0.0, 0.0, 50.0, 49.0, 51.0, 37.0, 25.0, 26.0, 36.0, 33.5, 36.0, 34.2, 35.2, 33.0, 1.7, 1.5, nan, nan, nan, nan, 3650.0, 766.1 ms
201123_092549.498566, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.0, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 7.0, 0.0, 0.0, 50.0, 50.0, 51.0, 42.0, 25.0, 26.0, 36.0, 33.5, 35.7, 34.2, 35.2, 33.0, 1.7, 1.5, nan, nan, nan, nan, 3650.0, 619.1 ms
201123_092550.486449, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.0, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 8.0, 0.0, 0.0, 50.0, 50.0, 51.0, 43.0, 25.0, 26.0, 36.0, 33.4, 35.7, 34.2, 35.2, 33.0, 1.7, 1.5, nan, nan, nan, nan, 3650.0, 594.5 ms
201123_092551.445361, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 73.2, 0.0, 23.0, 193.0, 0.0, 100.0, 0.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 252.0, 7.0, 0.0, 0.0, 50.0, 50.0, 52.0, 43.0, 25.0, 26.0, 36.0, 33.5, 35.7, 34.2, 35.2, 33.0, 1.7, 1.5, nan, nan, nan, nan, 3660.0, 548.7 ms
