0.492, 0.0001
0.491, 0.0001
0.49, 0.0001
0.489, 0.0002
0.488, 0.0002
0.487, 0.0001
0.486, 0.0001
0.485, 0.0002
0.484, 0.0002
0.483, -0.0016
0.482, -0.0156
0.481, -0.0297
0.48, -0.0376
0.479, -0.0437
0.478, -0.0475
0.477, -0.0506
0.476, -0.0546
0.475, -0.0569
0.474, -0.0596
0.473, -0.0622
0.472, -0.0641
0.471, -0.0672
0.47, -0.0687
0.469, -0.0707
0.468, -0.0727
0.467, -0.0746
0.466, -0.0765
0.465, -0.078
0.464, -0.0789
0.463, -0.0806
0.462, -0.0826
0.461, -0.0842
0.46, -0.0855
0.459, -0.0868
0.458, -0.0883
0.457, -0.0898
0.456, -0.0908
0.455, -0.092
0.454, -0.0932
0.453, -0.094
0.452, -0.095
0.451, -0.0959
0.45, -0.0973
0.449, -0.0985
0.448, -0.0993
0.447, -0.1003
0.446, -0.1016
0.445, -0.1028
0.444, -0.1042
0.443, -0.1048
0.442, -0.1052
0.441, -0.106
0.44, -0.107
0.439, -0.1083
0.438, -0.1095
0.437, -0.1108
0.436, -0.1116
0.435, -0.1122
0.434, -0.1127
0.433, -0.1133
0.432, -0.114
0.431, -0.1138
0.43, -0.0999
0.429, -0.0849
0.428, -0.0761
0.427, -0.0716
0.426, -0.0678
0.425, -0.0648
0.424, -0.0627
0.423, -0.0605
0.422, -0.0585
0.421, -0.0567
0.42, -0.0549
0.419, -0.0537
0.418, -0.0517
0.417, -0.05
0.416, -0.049
0.415, -0.0478
0.414, -0.0465
0.413, -0.0455
0.412, -0.0445
0.411, -0.0437
0.41, -0.043
0.41, -0.043
0.411, -0.0437
0.412, -0.0448
0.413, -0.0456
0.414, -0.0465
0.415, -0.0475
0.416, -0.0488
0.417, -0.0498
0.418, -0.0516
0.419, -0.053
0.42, -0.0544
0.421, -0.0559
0.422, -0.0576
0.423, -0.0596
0.424, -0.0618
0.425, -0.0639
0.426, -0.0669
0.427, -0.0703
0.428, -0.0743
0.429, -0.0811
0.43, -0.0938
0.431, -0.1102
0.432, -0.1141
0.433, -0.1141
0.434, -0.1128
0.435, -0.1118
0.436, -0.111
0.437, -0.11
0.438, -0.1094
0.439, -0.1084
0.44, -0.1081
0.441, -0.1071
0.442, -0.1062
0.443, -0.1057
0.444, -0.1045
0.445, -0.103
0.446, -0.1017
0.447, -0.1008
0.448, -0.1001
0.449, -0.0994
0.45, -0.0982
0.451, -0.097
0.452, -0.0958
0.453, -0.0945
0.454, -0.0937
0.455, -0.0923
0.456, -0.0911
0.457, -0.0902
0.458, -0.0888
0.459, -0.0874
0.46, -0.0858
0.461, -0.0847
0.462, -0.083
0.463, -0.0815
0.464, -0.0805
0.465, -0.0791
0.466, -0.0769
0.467, -0.0748
0.468, -0.0732
0.469, -0.0716
0.47, -0.0692
0.471, -0.0673
0.472, -0.0648
0.473, -0.0631
0.474, -0.0605
0.475, -0.0578
0.476, -0.0549
0.477, -0.0516
0.478, -0.0486
0.479, -0.0448
0.48, -0.0381
0.481, -0.0321
0.482, -0.0169
0.483, -0.0026
0.484, -0.0
0.485, 0.0001
0.486, 0.0002
0.487, 0.0001
0.488, 0.0002
0.489, 0.0001
0.49, 0.0001
0.491, 0.0001
0.492, 0.0001
