0.492, 0.0002
0.491, 0.0002
0.49, 0.0001
0.489, 0.0001
0.488, 0.0001
0.487, 0.0001
0.486, 0.0001
0.485, 0.0001
0.484, -0.0003
0.483, -0.0143
0.482, -0.0621
0.481, -0.1171
0.48, -0.1415
0.479, -0.1677
0.478, -0.1831
0.477, -0.1933
0.476, -0.2064
0.475, -0.2179
0.474, -0.2301
0.473, -0.2403
0.472, -0.2475
0.471, -0.2582
0.47, -0.2634
0.469, -0.2733
0.468, -0.2826
0.467, -0.2887
0.466, -0.296
0.465, -0.3016
0.464, -0.3073
0.463, -0.3129
0.462, -0.3212
0.461, -0.3277
0.46, -0.3322
0.459, -0.336
0.458, -0.3419
0.457, -0.348
0.456, -0.3531
0.455, -0.3574
0.454, -0.3629
0.453, -0.3662
0.452, -0.3707
0.451, -0.3744
0.45, -0.3782
0.449, -0.3835
0.448, -0.3872
0.447, -0.3921
0.446, -0.3973
0.445, -0.401
0.444, -0.4047
0.443, -0.4082
0.442, -0.4122
0.441, -0.4172
0.44, -0.4187
0.439, -0.4224
0.438, -0.4269
0.437, -0.4287
0.436, -0.4313
0.435, -0.4353
0.434, -0.4388
0.433, -0.4424
0.432, -0.4448
0.431, -0.4362
0.43, -0.3909
0.429, -0.342
0.428, -0.3092
0.427, -0.291
0.426, -0.2752
0.425, -0.2618
0.424, -0.2537
0.423, -0.2445
0.422, -0.2345
0.421, -0.2271
0.42, -0.221
0.419, -0.2158
0.418, -0.2088
0.417, -0.2038
0.416, -0.1995
0.415, -0.1947
0.414, -0.1901
0.413, -0.1858
0.412, -0.1821
0.411, -0.1778
0.41, -0.1749
0.41, -0.1748
0.411, -0.1774
0.412, -0.1809
0.413, -0.1851
0.414, -0.1883
0.415, -0.1928
0.416, -0.1983
0.417, -0.2029
0.418, -0.2079
0.419, -0.2139
0.42, -0.2196
0.421, -0.2268
0.422, -0.2328
0.423, -0.2402
0.424, -0.2489
0.425, -0.2577
0.426, -0.2695
0.427, -0.2844
0.428, -0.3004
0.429, -0.328
0.43, -0.3707
0.431, -0.4256
0.432, -0.4448
0.433, -0.4451
0.434, -0.4404
0.435, -0.4374
0.436, -0.4339
0.437, -0.4313
0.438, -0.4277
0.439, -0.423
0.44, -0.4207
0.441, -0.4184
0.442, -0.413
0.443, -0.4078
0.444, -0.406
0.445, -0.4035
0.446, -0.399
0.447, -0.3932
0.448, -0.3898
0.449, -0.3865
0.45, -0.3819
0.451, -0.3771
0.452, -0.3727
0.453, -0.3684
0.454, -0.3648
0.455, -0.3594
0.456, -0.3543
0.457, -0.351
0.458, -0.3464
0.459, -0.3405
0.46, -0.3355
0.461, -0.3296
0.462, -0.3243
0.463, -0.3179
0.464, -0.3108
0.465, -0.3053
0.466, -0.2997
0.467, -0.2925
0.468, -0.2854
0.469, -0.2781
0.47, -0.2679
0.471, -0.2638
0.472, -0.2527
0.473, -0.2449
0.474, -0.2349
0.475, -0.2235
0.476, -0.2163
0.477, -0.203
0.478, -0.1902
0.479, -0.175
0.48, -0.152
0.481, -0.1273
0.482, -0.0768
0.483, -0.0232
0.484, -0.0028
0.485, -0.0002
0.486, 0.0001
0.487, 0.0001
0.488, 0.0002
0.489, 0.0001
0.49, 0.0001
0.491, 0.0001
0.492, 0.0001
