0.492, 0.0001
0.491, 0.0001
0.49, 0.0001
0.489, 0.0001
0.488, 0.0001
0.487, 0.0002
0.486, 0.0001
0.485, 0.0001
0.484, -0.0139
0.483, -0.0532
0.482, -0.1362
0.481, -0.1947
0.48, -0.2242
0.479, -0.2567
0.478, -0.2816
0.477, -0.2992
0.476, -0.3192
0.475, -0.3297
0.474, -0.3464
0.473, -0.3675
0.472, -0.3786
0.471, -0.3911
0.47, -0.4011
0.469, -0.4127
0.468, -0.4235
0.467, -0.4335
0.466, -0.4446
0.465, -0.4555
0.464, -0.4641
0.463, -0.4738
0.462, -0.4811
0.461, -0.491
0.46, -0.5008
0.459, -0.5077
0.458, -0.5148
0.457, -0.526
0.456, -0.5292
0.455, -0.5347
0.454, -0.544
0.453, -0.5495
0.452, -0.5554
0.451, -0.5618
0.45, -0.5704
0.449, -0.5761
0.448, -0.5807
0.447, -0.5879
0.446, -0.5956
0.445, -0.6028
0.444, -0.6075
0.443, -0.6106
0.442, -0.6169
0.441, -0.6216
0.44, -0.6274
0.439, -0.6325
0.438, -0.6391
0.437, -0.6437
0.436, -0.6484
0.435, -0.6516
0.434, -0.6557
0.433, -0.6631
0.432, -0.6623
0.431, -0.6335
0.43, -0.5494
0.429, -0.4936
0.428, -0.4525
0.427, -0.4281
0.426, -0.4072
0.425, -0.3879
0.424, -0.3738
0.423, -0.3609
0.422, -0.349
0.421, -0.3381
0.42, -0.3277
0.419, -0.3194
0.418, -0.3093
0.417, -0.3014
0.416, -0.295
0.415, -0.2878
0.414, -0.281
0.413, -0.2754
0.412, -0.2714
0.411, -0.265
0.41, -0.2605
0.41, -0.2597
0.411, -0.2635
0.412, -0.2698
0.413, -0.2753
0.414, -0.2805
0.415, -0.287
0.416, -0.2942
0.417, -0.3001
0.418, -0.3075
0.419, -0.3174
0.42, -0.3248
0.421, -0.3351
0.422, -0.3454
0.423, -0.3588
0.424, -0.3714
0.425, -0.3817
0.426, -0.3975
0.427, -0.4174
0.428, -0.4409
0.429, -0.4829
0.43, -0.5402
0.431, -0.6166
0.432, -0.6579
0.433, -0.6663
0.434, -0.6601
0.435, -0.6532
0.436, -0.6491
0.437, -0.6441
0.438, -0.6406
0.439, -0.6366
0.44, -0.6327
0.441, -0.626
0.442, -0.6202
0.443, -0.6156
0.444, -0.6083
0.445, -0.6006
0.446, -0.5973
0.447, -0.5881
0.448, -0.584
0.449, -0.5818
0.45, -0.5753
0.451, -0.5662
0.452, -0.559
0.453, -0.5533
0.454, -0.55
0.455, -0.5408
0.456, -0.5312
0.457, -0.5222
0.458, -0.5151
0.459, -0.5082
0.46, -0.5036
0.461, -0.4949
0.462, -0.4836
0.463, -0.4744
0.464, -0.4656
0.465, -0.4565
0.466, -0.4482
0.467, -0.4362
0.468, -0.4295
0.469, -0.4178
0.47, -0.4064
0.471, -0.3905
0.472, -0.376
0.473, -0.3668
0.474, -0.3521
0.475, -0.337
0.476, -0.3231
0.477, -0.3003
0.478, -0.2865
0.479, -0.2656
0.48, -0.229
0.481, -0.1936
0.482, -0.1194
0.483, -0.0486
0.484, -0.0095
0.485, -0.0007
0.486, 0.0001
0.487, 0.0001
0.488, 0.0001
0.489, 0.0001
0.49, 0.0
0.491, 0.0001
0.492, 0.0001
